date,time,location,operator,flight,route,aircraft,registration,cnln,aboard,fatalities,ground,summary
19940918,807,"Tamanrasset,Algeria",OrientalAirlines,,Tunis-Tamanrasset,BacOne-eleven515fb,5n-imo,229,39,5,0,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed."
19940923,1915,"KowloonBay,HongKong",HeavyliftCargoAirlines,,HongKong-Jakarta,LockheedL-100-30Hercules,Pk-plv,4826,12,6,0,"The cargo plane lost control shortly after becoming airborne, began losing altitude and ditched 500 meters from the runway. The No. 4 prop pitch control system failed."
19940926,1737,"NearVanavera,Russia",CheremshankaAirlines,,Krasnoyarsk-Tura,YakovlevYak-40,Ra-87468,9441337,28,28,0,"After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera."
19940928,,"BahiaNegra,Paraguay",TamParaguay,,BahiaNegra-Asuncion,DouglasC-47d,Fap2009,34346,27,1,0,Crashed after experiencing engine failure.
19940930,1110,"Chaibukha,Russia",ArsenyevAviationProductionAssociation,,Chaibukha-Provedenia,AntonovAn-8,Ra-27209,Oa-3460,20,8,0,"The cargo plane failed to gain altitude, overran the runway and crashed. Crew error."
19941008,1545,"Mitu,Colombia",Selva,,Villavicencio-Mitu,AntonovAn-32b,Hk3929x,3301,10,10,0,"The cargo plane landed short of the runway bounced, collapsed the landing gear, veered off the runway and crashed into another plane and vehicles."
19941012,2250,"KrakasMountains,NearNatanz,Iran",IranAssemanAirlines,746,Isfahan-Terhan,FokkerF-28Fellowship1000,Ep-pav,11070,66,66,0,"Thirty-five minutes after taking off from Isfahan, the aircraft made an uncontrolled descent after losing power in both engines and crashed into a mountain."
19941014,2200,"NearFormosoDoAragala,Brazil",Military-BrazilianAirForce,,RioDeJaneiro-Belem,LockheedC-130e,C-130-2460,4293,21,21,0,"Exploded in mid air while en route, 60 km northeast of Brasilia. A load of munitions being carried on the aircraft exploded."
19941026,,"NearCuito,Angola",Military-AngolanAirForce,,,MilMi-8mtv,H534,,22,22,0,Shot down by rebel forces.
19941029,1032,"Batagaj,Russia",Yakutavia,,,AntonovAn-2,Ra-33008,1g217-55,19,7,0,Pitched up and crashed on takeoff. Overweight and improperly loaded.
19941029,2130,"NearUst'-ilimsk,Russia",Aeronica,,Yushno-UstIlimsk,AntonovAn-12a,Ra-11790,1340302,23,23,0,The cargo plane suddenly pitched down and collided with a hill. Icing.
19941031,1559,"Roselawn,Indiana",AmericanEagle,4184,Indianapolis-Chicago,Atr-72-212,N401am,401,68,68,0,"The aircraft was in a holding pattern and was descending to a newly assigned altitude of 8,000 feet when it experienced an uncommanded roll and excursion and crashed during a rapid descent. Icing. The design of the rubber de-icing boot was insufficient to deal with icing on the wings. Sudden and unexpected aileron hinge movement reversal, that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certificication envelope. The airplane was susceptible to this loss of control and the crew was unable to recover. Contributing factor was the French Directorate General for Civil Aviation's inadequate oversight of the ATR42 and ATR 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions and failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions."
19941101,,"OffCozumel,Mexico",TransportesAereosPegaso,,Cozumel-ChichenItza,Bell212,Xa-svs,30824,14,14,0,Crashed into the sea off of Cozumel while en route in poor weather condtions.  Fuel exhaustion.
19941104,,"NearNabire,Indonesia",TriganaAirService,,Nabire-Obano,DeHavillandCanadaDhc-6TwinOtter100,Pk-ynm,55,4,4,0,"The cargo plane crashed into a mountain a 4,000 ft."
19941105,,"Saposa,Peru",SaAmazonica,,Trujillo-Saposa,YakovlevYak-40,Ob-1569,9140220,30,6,0,"The pilot delayed landing to avoid a pedestrian on the runway, overran the runway and crashed into Saposoa River breaking up."
19941116,240,"Avenal,California",Ameriflight,,Burbank-Oakland,BeechcraftC99,N63995,U-178,1,1,0,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons."
19941122,1140,PapuaNewGuinea,SouthwestAir,,Selbang-Bolvovip,BrittenNormanBn-2aTrislander,P2-swc,0835,7,7,0,Crashed into a mountain in poor weather conditions.
19941122,2203,"Bridgeton,Missouri",TransWorldAirlines/Private,,,McdonnellDouglasDc-9-82/Cessna441,N954u/n411km,49426/0196,142,2,0,"During its takeoff roll, the DC-9 collided with the Cessna, which was waiting for clearance to take off.  The ground collision took place in the fog. The Cessna pilot mistakenly thought he had clearance to enter the runway. Two aboard the Cessna were killed, none were killed aboard the DC-9."
19941125,,"NearCuito,Angola",Military-AngolanAirForce,,,MilMi-17,H584,,22,22,0,Shot down by UNITA rebel forces.
19941210,1130,PacificOcean,PhilippineAirLines,434,Manila-Cebu-Tokyo,BoeingB-747-200,Ei-bwf,21575,293,1,0,"An explosive device detonated at FL 300 under a seat in the passenger cabin blowing a two square foot hole in the cabin floor and killing one passenger in seat 26K. The bomb was placed on the plane by Ramzi Yousef, an Al-Qaeda terrorist, on the flight from Manila to Cebu. The explosion occurred on the second journey of the flight from Cebu to Tokyo. The plane made a safe emergency landing at Okinawa in spite of damage to the flight controls."
19941213,1834,"Morrisville,NorthCarolina",AmericanEagle,3379,Greensboro-Raleigh,BritishAerospaceJetstream3201,N918ae,918,20,15,0,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training."
19941215,615,"Lobito,Angola",SlAviationServices,,,DouglasDc-3,N96bf,13321,2,2,0,"The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart."
19941217,1030,"CerroAicha,Venezuela",Servivensa,,,DouglasC-47a-10-dk,Yv-761c,12476,9,7,0,The cargo plane hit trees and crashed short of the runway while attempting to land.
19941217,1320,"Papua,NewGuinea",MissionaryAviationFellowship,,Tabubil-Selbang,DeHavillandCanadaDhc-6TwinOtter200,P2-mfs,187,28,28,0,"The chartered flight struck a cliff at 6,400 ft. during a flight from a copper and gold mine."
19941221,953,"Coventry,England",PhoenixAviation,702,EastMidlands-Coventry,Boeing737-2d6c,7t-vee,20758/322,5,5,0,After a go-around the plane struck a transmission tower and crashed. The crew allowed the aircraft to descend significantly below the normal approach glide path  in conditions of patchyfog.
19941226,1700,"AlgiersAirport,Algeria",AirFrance,8969,Alger-Paris,AirbusA300b2-1c,F-gbec,104,239,3,3,"While at Algiers Airport, the aircraft was hijacked by terrorists who intended to blow up the plane over Paris, but it was prevented from taking off until after the terrorists had killed three passengers. Fuel consumption during the long standoff put Paris out of range, so the plane flew to Marseille, France, where French forces stormed the plane and killed the four hijackers.They charged the plane by riding three sets of airstairs to the doors."
19941229,1530,"NearVan,Turkey",TurkishAirlines,278,Ankara-Van,BoeingB-737-4y0,Tc-jes,26074/2376,76,57,0,The aircraft crashed into a hill near the airport in driving snow after a fourth landing attempt. Controlled flight into terrain.
19950105,2045,"Isfahan,Iran",Military-IranianAirForce,,Isfahan-Tehran,Lockheed1329Jetstar8,1003,5203,12,12,0,The plane crashed after the pilot reported a loss of cabin pressure.
19950110,,"OffFloresIsland,Inodnesia",MerpatiNusantaraAirlines,6715,Bima-Ruteng,DeHavillandCanadaDhc-6TwinOtter300,Pk-nuk,390,14,14,0,"The aircraft disappeared while en route from Bima, Sumbawa Island to Ruteng, Flores Island, and crashed into the Molo Strait. The accident occurred in daylight, in poor weather."
19950111,1938,"Cartagena,Colombia",IntercontinentalDeAviacion,256,Bogota-Cartagena,McdonnellDouglasDc-9-14,Hk-3839x,45742/26,52,51,0,"While descending from FL 190, ground witnesses saw fire and sparks aboard the plane before it crashed and exploded. One nine-year-old girl survived. Her mother threw her out of the plane and she landed in some soft-water lilies. Possible electrical fire. Possible faulty altimeter."
19950114,1945,"LosAngeles,California",AirTaxi-WolfeAirAviationLtd.,,"LosAngeles,Ca-Burbank,Ca",Bell206b,N2209p,3520,4,2,0,Took off and crashed into power lines in rain and fog. Continued VFR flight into IMC.
19950117,1359,"Kathmandu,Nepal",RoyalNepalAirlines,133,Kathmandu-Rumjatar,DeHavillandCanadaDhc-6TwinOtter300,9n-abi,392,24,2,0,"The  captain decided to aborted the take-off. However, the aircraft was never brought to a stop and it continued  on overrunning the runway and crashing down a steep slope. Failure of the crew to follow the correct procedure to continue with the rejection of the take-off once that action had been initiated. Lack of crew coordination, insufficient emphasis on emergency training, inadequate enforcement of the requirements of the operations manual and a lack of supervision during loading preparation."
19950120,1913,"NearKrasnoyarsk,Russia",AbakanAirlines,,Krasnoyarsk-Abakan,Let410uvp,Ra-67120,790316,19,3,0,"While taking off the aircraft veered to the right and clipped some trees 2,000 ft. past the runway. Overloaded and possible fuel contamination."
19950120,,"LeBourget,France",Leadair-Charter,,Paris-Romania,DassaultFalcon20e,F-ghln,225,10,10,0,"The plane flew into a flock of birds that were injested into the left engine.  The pilot soon after reported an engine fire and that he was returning to the airport.  However, control of the plane was lost and the aircraft crashed."
19950216,2030,"KansasCity,Missouri",Ati,,KansasCity-Chicopee,McdonnellDouglasDc-8-63f,N782al,45929/367,3,3,0,"On a positioning flight the crew aborted its first takeoff. On the second takeoff the tail struck the ground and crashed back to the ground. The loss of directional control by the pilot in command during the takeoff roll, and his decision to continue the takeoff and initiate a rotation below the computed rotation airspeed, resulting in a premature lift-off, further loss of control and collision with the terrain. The flight crew's lack of understanding of the three-engine takeoff procedures, and their decision to modify those procedures. The failure of the company to ensure that the flight crew had adequate experience, training, and rest to conduct the nonroutine flight. Contributing to the accident was the inadequacy of Federal Aviation Administration oversight of Air Transport International and Federal Aviation Administration flight and duty time regulations that permitted a substantially reduced flight crew rest period when conducting a nonrevenue ferry flight under 14 Code of Federal Regulations Part 91."
19950316,,"Ossora,Russia",Aeroflot,,Petropavlovsk-Ossora,Antonov26b,Ra-26084,11806,10,9,0,The cargo plane flew into high ground while on approach in poor weather conditons. Controllled flight into terrain.
19950331,911,"NearBalotesti,Romania",Tarom,371,Bucharest-Brussel,AirbusA310-324,Yr-lcc,450/395,60,60,0,"Shortly after takeoff in poor visibility and heavy snow, with autothrottles engaged, climb thrust was selected. The right engine throttle remained at takeoff thrust, while the left engine throttle slowly reduced to idle. The increasing thrust asymmetry resulted in an increasing left bank angle, which eventually reached about 170 degrees. The airplane lost altitude and impacted the ground. Lack of crew response to an extreme nose-down attitude. The investigation concluded that the captain was incapacitated. Just before impact the first officer expressed his concern about the situation of either the captain's incapacitation or the aircraft's attitude and attempted a recovery. The malfunctioning autothrottle was a recurring problem with this airplane that maintenance had been unable to fix because they could not duplicate Pilots were instructed to keep a hand on the throttle to stop it from happening however, this didn't happen because the captain was incapacitated."
19950423,1240,"Lagos,Nigeria",BristowHelicopters,,PortHarcourt-Lagos,DeHavillandCanadaDhc-6TwinOtter300,5n-ajq,607,9,1,0,The aircraft experienced a micoburst while attempting to land at Lagos landing hard on the nosegear. Full power was applied for a go-around but the aircraft veered off the runway and collided with another aircraft.
